,DBA Name,Zip,n_failed,n_pwc,n_inspections,n_passed,most_recent_inspection,Chains,recent_pass,recent_pwc,recent_fail
1817,crosstown fitness,60607.0,1,2,6,3,2019-10-16,1,0.0,1.0,0.0
1818,crowbar lounge,60617.0,2,3,10,5,2019-09-20,1,1.0,0.0,0.0
1819,crowne plaza chicago metro,60661.0,5,3,17,9,2019-11-22,1,1.0,0.0,0.0
1820,crumb/coop sauce,60660.0,0,1,7,6,2019-10-17,1,0.0,1.0,0.0
1821,crushed pizzeria,60613.0,1,0,2,0,2019-03-15,1,0.0,1.0,0.0
1822,cruz blanca and lena brava,60607.0,2,1,7,4,2019-12-17,1,1.0,0.0,0.0
1823,crystal ballroom/plaza ballroom,60601.0,0,1,11,10,2019-02-14,1,1.0,0.0,0.0
1825,cta chicago taco  authority,60641.0,1,0,3,2,2019-12-20,1,0.0,1.0,0.0
1826,cuaco restaurant,60608.0,1,2,17,3,2019-07-11,1,0.0,1.0,0.0
1827,cuba 312,60618.0,2,0,9,4,2019-02-14,1,0.0,1.0,0.0
1828,cubby bear lounge ltd,60613.0,6,3,18,9,2019-11-07,1,0.0,1.0,0.0
1829,cucina 3 inc,60656.0,0,1,2,0,2020-01-23,1,0.0,1.0,0.0
1830,cuernavaca restaurant inc,60608.0,6,3,21,11,2019-07-01,1,0.0,1.0,0.0
1831,cuetzala gro. restaurant,60626.0,3,1,12,8,2019-03-26,1,1.0,0.0,0.0
1832,culver's,60641.0,0,1,2,1,2019-12-19,1,0.0,1.0,0.0
1833,cumin restaurant,60622.0,2,4,12,6,2019-12-23,1,0.0,1.0,0.0
1834,cup of joe,60638.0,0,0,0,0,2018-02-28,1,1.0,0.0,0.0
1835,cupitol coffee & eatery,60611.0,2,1,6,3,2019-05-08,1,0.0,1.0,0.0
1836,currency exchange cafe/bing,60637.0,5,1,10,3,2019-11-19,1,1.0,0.0,0.0
1837,currumba colombian food,60622.0,0,1,2,1,2019-12-17,1,1.0,0.0,0.0
1838,curry on fire,60607.0,0,1,2,1,2019-08-15,1,0.0,1.0,0.0
1839,curry point,60613.0,0,1,12,7,2019-03-07,1,0.0,1.0,0.0
1840,cutie pie's kitchen,60620.0,2,1,8,3,2019-07-23,1,1.0,0.0,0.0
1841,cy's king crab oyster bar and grill,60642.0,0,0,0,0,2014-11-20,1,1.0,0.0,0.0
1842,czerwone jabluszko rest inc,60618.0,2,1,11,8,2019-05-29,1,0.0,1.0,0.0
1843,czerwone jabluszko restaurant,60631.0,0,3,9,6,2019-04-29,1,0.0,1.0,0.0
1844,d & d's place,60652.0,3,2,8,2,2019-08-26,1,0.0,1.0,0.0
1845,d arco's pizza inc.,60629.0,5,0,9,3,2020-01-15,1,1.0,0.0,0.0
1846,d chile,60623.0,2,2,11,6,2019-05-20,1,0.0,1.0,0.0
1847,d cuisine,60614.0,1,0,2,0,2019-05-20,1,1.0,0.0,0.0
1848,d fruta la vida,60647.0,0,0,0,0,2018-11-08,1,0.0,1.0,0.0
1849,d fruta la vida llc,60647.0,1,1,5,3,2019-05-10,1,0.0,1.0,0.0
1850,"d train food mart, inc",60637.0,3,0,4,1,2018-07-19,1,0.0,1.0,0.0
1851,d' candela,60618.0,0,1,1,0,2019-11-13,1,0.0,1.0,0.0
1853,d'agostino's ii,60642.0,2,2,10,6,2019-05-24,1,1.0,0.0,0.0
1854,d'agostinos pizza,60613.0,3,2,5,0,2019-03-21,1,1.0,0.0,0.0
1855,d'anardo's pizza,60638.0,0,1,2,0,2019-08-01,1,0.0,1.0,0.0
1856,d'cuba,60639.0,2,3,11,5,2019-01-29,1,0.0,1.0,0.0
1857,d'nuez,60608.0,1,0,2,1,2019-03-05,2,0.0,1.0,0.0
1858,d'nuez,60632.0,1,2,5,2,2019-10-29,2,1.0,0.0,0.0
1859,d-4 restaurant,60659.0,0,1,11,10,2019-01-25,1,0.0,1.0,0.0
1860,d.o.c. wine bar,60614.0,0,1,8,5,2018-04-19,1,1.0,0.0,0.0
1861,d4 irish pub & cafe,60611.0,1,1,12,10,2019-02-11,1,0.0,1.0,0.0
1862,da lobsta,60611.0,3,1,9,5,2014-03-07,1,1.0,0.0,0.0
1863,daddy cool's,60647.0,1,0,1,0,2013-10-29,1,1.0,0.0,0.0
1864,daddy'o jerk restaurant,60619.0,6,0,21,5,2019-12-06,1,0.0,0.0,1.0
1865,daebak korean bbq,60616.0,2,0,4,2,2019-10-17,1,1.0,0.0,0.0
1866,daguan noodle,60616.0,0,0,0,0,2019-06-07,1,0.0,1.0,0.0
1867,daily grind,60642.0,0,1,1,0,2019-05-21,1,1.0,0.0,0.0
1868,dairy queen brazer,60634.0,2,2,14,10,2019-10-28,1,1.0,0.0,0.0
1869,dairy queen lincoln park,60614.0,1,1,6,4,2017-09-21,1,1.0,0.0,0.0
1870,daisies,60647.0,0,1,2,1,2019-12-17,1,1.0,0.0,0.0
1871,dak,60660.0,2,2,12,8,2019-06-07,1,0.0,1.0,0.0
1872,dakota 94,60646.0,0,2,2,0,2019-06-06,1,1.0,0.0,0.0
1873,dakshin,60605.0,2,1,3,0,2019-12-20,1,1.0,0.0,0.0
1874,dal paeng yi  rest,60659.0,1,1,13,11,2019-07-09,1,0.0,1.0,0.0
1875,dale vida a tu cuerpo,60647.0,0,0,1,0,2019-01-22,1,0.0,0.0,1.0
1876,daley's restaurant,60637.0,1,0,3,0,2019-03-13,1,1.0,0.0,0.0
1877,dallas restaurant,60638.0,1,0,9,8,2019-05-24,1,0.0,1.0,0.0
1878,damato bakery #1,60642.0,4,7,13,2,2019-06-07,1,1.0,0.0,0.0
1879,damenzo's,60609.0,0,0,3,2,2019-12-17,2,0.0,1.0,0.0
1880,damenzo's,60612.0,2,1,13,8,2019-08-26,2,1.0,0.0,0.0
1881,damenzo's inc,60612.0,4,1,19,14,2019-01-24,1,0.0,1.0,0.0
1882,damenzo's ristorante,60628.0,2,2,9,5,2019-10-18,1,1.0,0.0,0.0
1883,damn fine coffee bar,60647.0,1,0,2,1,2017-07-31,1,1.0,0.0,0.0
1884,dan's bakery& eatery,60652.0,3,0,13,10,2019-02-22,1,0.0,1.0,0.0
1885,dan's hot dog stand,60620.0,1,0,5,4,2019-12-09,1,0.0,1.0,0.0
1886,danang kitchen,60640.0,0,0,0,0,2019-10-15,1,0.0,1.0,0.0
1887,"dancen grill restaurant, inc.",60625.0,0,1,7,3,2019-12-18,1,0.0,1.0,0.0
1888,dandana inc.,60625.0,1,1,8,2,2019-06-28,1,0.0,1.0,0.0
1889,danke market,60603.0,0,1,3,2,2019-04-04,1,0.0,1.0,0.0
1890,danny's pizza,60623.0,1,2,10,7,2019-04-04,1,0.0,1.0,0.0
1891,danny's pizza place,60638.0,0,0,4,3,2019-08-09,1,1.0,0.0,0.0
1892,"dante's pizza,inc.",60647.0,3,2,12,7,2019-10-31,1,1.0,0.0,0.0
1893,"dante's pizzeria, inc",60618.0,1,1,7,5,2017-09-27,1,1.0,0.0,0.0
1894,dao thai restraunt,60611.0,4,2,15,9,2019-12-02,1,0.0,1.0,0.0
1895,dapper's east restaurant,60618.0,5,2,16,9,2019-04-29,1,0.0,1.0,0.0
1896,dark matter coffee,60612.0,1,0,4,3,2019-08-06,1,1.0,0.0,0.0
1897,dark matter coffee llc.,60612.0,0,0,1,1,2012-09-18,1,1.0,0.0,0.0
1898,dash of salt and pepper,60614.0,1,0,2,0,2020-01-31,1,0.0,1.0,0.0
1899,dastorkon,60610.0,4,3,10,3,2017-04-17,1,0.0,1.0,0.0
1900,dat donut,60619.0,2,2,6,2,2019-07-10,2,0.0,1.0,0.0
1901,dat donut,60628.0,2,1,4,1,2016-11-10,2,1.0,0.0,0.0
1902,dating duck food llc,60616.0,0,0,0,0,2019-05-31,1,0.0,1.0,0.0
1903,davanti enoteca chicago,60611.0,1,0,2,1,2013-09-24,1,1.0,0.0,0.0
1904,davanti enotecca,60607.0,1,3,10,6,2019-04-23,1,0.0,1.0,0.0
1905,dave & buster's,60610.0,5,5,15,4,2019-07-12,1,1.0,0.0,0.0
1906,dave & buster's/bar # 1,60610.0,0,0,0,0,2012-11-09,1,1.0,0.0,0.0
1907,dave's 's red hot,60624.0,0,0,0,0,2019-12-02,1,1.0,0.0,0.0
1908,davenport's,60622.0,0,0,3,1,2016-09-15,1,1.0,0.0,0.0
1909,david's grill,60608.0,3,2,9,4,2020-01-21,1,1.0,0.0,0.0
1910,davids tea,60647.0,3,1,7,3,2017-09-06,2,1.0,0.0,0.0
1911,davids tea,60657.0,1,1,7,5,2019-12-24,2,0.0,1.0,0.0
1912,davidstea,60601.0,1,0,5,4,2018-07-24,2,1.0,0.0,0.0
1913,davidstea,60611.0,1,0,4,3,2019-12-30,2,0.0,1.0,0.0
1914,dawali jerusalem kitchen,60661.0,0,0,0,0,2019-11-12,1,1.0,0.0,0.0
1915,dawali mediterranean kitchen,60614.0,3,3,13,6,2019-03-29,1,0.0,1.0,0.0
1916,dawson,60654.0,0,2,11,7,2019-07-31,1,1.0,0.0,0.0
1918,de arcos pizza & restaurant,60617.0,3,1,12,8,2019-06-19,1,0.0,1.0,0.0
1919,de colores,60608.0,0,0,0,0,2011-11-21,1,1.0,0.0,0.0
1920,de quay,60614.0,0,0,1,0,2015-04-16,1,1.0,0.0,0.0
1921,dead lawyer's pub,60606.0,0,0,0,0,2019-10-22,1,0.0,1.0,0.0
1922,dear sub,60639.0,2,1,10,6,2019-11-19,1,0.0,1.0,0.0
1923,declan's irish pub,60610.0,3,3,11,3,2019-04-02,1,0.0,1.0,0.0
1924,decolores burrito joint,60638.0,1,0,1,0,2017-05-03,1,1.0,0.0,0.0
1925,decolores restaurant,60608.0,0,1,3,2,2019-06-17,1,0.0,1.0,0.0
1926,dee's deli,60651.0,0,1,2,1,2011-01-25,1,1.0,0.0,0.0
1927,dee's restaurant inc,60614.0,2,1,12,5,2019-02-05,1,0.0,1.0,0.0
1928,deep purpl,60661.0,0,0,0,0,2020-01-03,1,0.0,1.0,0.0
1929,dejurs madison corp/dba dunkin' donuts,60607.0,0,0,1,0,2018-10-04,1,1.0,0.0,0.0
1930,del campo pizzeria,60652.0,1,0,3,2,2019-08-26,1,0.0,1.0,0.0
1931,del seoul,60614.0,5,2,18,9,2019-10-31,1,1.0,0.0,0.0
1932,del sul bar & grill limited,60609.0,0,0,0,0,2016-08-30,1,1.0,0.0,0.0
1933,del toro,60608.0,0,2,4,0,2019-10-30,1,0.0,1.0,0.0
1934,"del toro, llc",60608.0,0,0,0,0,2011-08-11,1,1.0,0.0,0.0
1935,deleece,60613.0,1,0,2,1,2013-04-09,1,1.0,0.0,0.0
1936,delhi darbar,60659.0,1,0,2,0,2019-12-17,1,1.0,0.0,0.0
1937,delhi darbar kabob house,60659.0,2,2,18,8,2019-02-28,1,1.0,0.0,0.0
1938,delhi spice inc.,60659.0,1,0,2,0,2019-03-15,1,0.0,1.0,0.0
1939,"deli boutique, wine and spirits",60614.0,0,4,9,5,2019-04-02,1,0.0,1.0,0.0
1940,deli king,60621.0,1,0,1,0,2019-10-28,1,1.0,0.0,0.0
1941,"deli-time, l.l.c.",60611.0,0,0,4,4,2014-04-28,1,1.0,0.0,0.0
1942,deli/starbuck's,60666.0,1,1,10,8,2019-06-20,1,0.0,1.0,0.0
1943,delicia crucita corp.,60634.0,0,0,6,6,2019-04-17,1,0.0,1.0,0.0
1945,delicias mexicana restaurant,60623.0,4,1,13,8,2019-05-09,1,0.0,1.0,0.0
1946,delicious fast food,60608.0,0,0,1,1,2012-01-03,1,1.0,0.0,0.0
1947,delish diner,60622.0,0,0,0,0,2012-03-13,1,1.0,0.0,0.0
1948,delitime l.l.c.,60631.0,0,1,6,5,2019-08-16,1,0.0,1.0,0.0
1949,delmonico,60602.0,5,3,18,10,2019-11-08,1,0.0,1.0,0.0
1950,delta sky club,60666.0,4,1,14,9,2019-10-03,1,0.0,1.0,0.0
1951,demera ethiopian restaurant,60640.0,3,6,15,6,2019-02-28,1,0.0,1.0,0.0
1952,"demera ethiopian restaurant, llc - french market",60661.0,0,0,1,1,2020-01-21,1,0.0,1.0,0.0
1953,demerios marneris,60629.0,2,2,12,8,2019-08-21,1,1.0,0.0,0.0
1954,demitasse,60607.0,2,1,11,8,2019-01-17,1,0.0,1.0,0.0
1955,dena kitchen,60647.0,1,0,6,5,2019-08-01,1,0.0,1.0,0.0
1956,denden restaurant,60626.0,6,1,13,6,2019-02-19,1,1.0,0.0,0.0
1957,dennis pizza guzman,60623.0,1,1,10,8,2019-01-18,1,0.0,1.0,0.0
1958,dennis' b & k,60623.0,1,0,3,1,2019-05-02,1,0.0,1.0,0.0
1959,department of coffee and  social affairs,60661.0,0,0,1,0,2018-08-13,1,0.0,1.0,0.0
1960,department of coffee and social affairs,60603.0,1,0,3,1,2019-11-21,1,1.0,0.0,0.0
1961,"department of coffee and social affairs il, inc",60614.0,1,0,3,1,2019-11-27,1,0.0,1.0,0.0
1962,depasada restaurant,60607.0,2,1,12,9,2019-01-18,1,0.0,1.0,0.0
1963,depaul university loop campus bookstore #085,60604.0,3,5,11,3,2019-12-16,1,0.0,1.0,0.0
1964,dept of rehabilitation svc./bepb,60604.0,0,0,0,0,2019-12-11,1,0.0,1.0,0.0
1965,derby,60614.0,4,3,14,7,2019-05-28,1,0.0,1.0,0.0
1966,derice asian cusine,60653.0,0,1,12,11,2019-07-23,1,0.0,1.0,0.0
1967,devil  dawgs,60614.0,4,3,16,9,2019-12-11,1,1.0,0.0,0.0
1968,devil dawgs,60622.0,1,1,5,2,2019-04-04,2,0.0,1.0,0.0
1969,devil dawgs,60657.0,0,0,1,0,2019-05-10,2,0.0,1.0,0.0
1970,"devil dawgs on state street, llc",60605.0,1,1,9,7,2019-06-05,1,0.0,1.0,0.0
1971,devon seafood grill,60611.0,4,5,18,7,2019-07-08,1,0.0,1.0,0.0
1972,di di raminov show inc,60634.0,1,0,11,6,2019-05-20,1,0.0,1.0,0.0
1973,di vita's restaurant & pizza,60618.0,0,1,14,8,2019-05-01,1,0.0,1.0,0.0
1974,di's den,60641.0,0,0,1,0,2013-11-20,1,1.0,0.0,0.0
1975,diag bar & grill/ 404 wine bar,60657.0,0,1,2,0,2019-02-11,1,0.0,1.0,0.0
1976,diana' food & restaurant,60622.0,1,2,13,10,2020-01-03,1,0.0,1.0,0.0
1977,dib sushi bar and thai cuisine,60640.0,3,6,17,8,2019-04-25,1,0.0,1.0,0.0
1978,dick's last resort,60654.0,0,3,8,5,2019-04-22,1,0.0,1.0,0.0
1979,dickens street public house,60614.0,0,1,1,0,2019-03-29,1,0.0,1.0,0.0
1980,diggity dogs,60655.0,0,2,3,1,2019-06-10,1,1.0,0.0,0.0
1982,dim dim food inc,60616.0,4,6,20,10,2019-03-28,1,0.0,1.0,0.0
1983,dim sum house,60616.0,1,0,3,2,2019-03-15,1,0.0,1.0,0.0
1984,"dim sum house, inc",60616.0,6,0,13,7,2019-03-15,1,0.0,1.0,0.0
1985,dimo's pizza six corners,60647.0,6,4,16,6,2019-09-20,1,0.0,1.0,0.0
1986,dimo's pizza wrigleyville,60657.0,3,3,13,4,2019-05-03,1,0.0,1.0,0.0
1987,diner grill,60613.0,3,3,14,5,2019-04-19,1,0.0,1.0,0.0
1988,ding sheng,60616.0,2,1,7,4,2019-04-16,1,0.0,1.0,0.0
1989,dino's pizza,60620.0,1,0,1,0,2011-05-26,2,0.0,0.0,1.0
1990,dino's pizza,60656.0,4,0,9,5,2019-05-21,2,0.0,1.0,0.0
1991,dinos foods corp.,60632.0,1,0,9,8,2019-02-19,1,0.0,1.0,0.0
1992,dinosaur bar-b-que,60642.0,1,0,1,0,2015-03-27,1,1.0,0.0,0.0
1993,dinotto pizzeria (catering),60610.0,1,0,8,7,2019-03-07,1,1.0,0.0,0.0
1994,dip and sip donuts,60618.0,0,0,0,0,2019-06-28,1,0.0,1.0,0.0
1995,dirksen us courthouse,60604.0,1,1,6,4,2019-02-13,1,0.0,1.0,0.0
1996,"dirty root, inc",60607.0,0,0,1,0,2019-06-12,1,0.0,1.0,0.0
1997,disco taco,60613.0,0,0,0,0,2019-08-29,1,1.0,0.0,0.0
1998,dish,60631.0,0,0,0,0,2011-08-23,1,1.0,0.0,0.0
2000,diversey river bowl lounge,60647.0,0,3,6,3,2019-11-25,1,0.0,1.0,0.0
2001,divine sweets,60636.0,0,0,0,0,2018-09-24,1,0.0,1.0,0.0
2002,divinity school coffee shop,60637.0,1,0,5,4,2016-07-26,1,1.0,0.0,0.0
2003,divinity seven juice,60616.0,0,0,2,2,2017-12-07,1,1.0,0.0,0.0
2004,"diza hospitality group, llc atrium chicken",60601.0,2,1,11,8,2019-04-09,1,0.0,1.0,0.0
2005,dj's gyros,60651.0,5,1,15,7,2018-08-22,1,0.0,1.0,0.0
2006,dmen tap,60618.0,0,0,0,0,2019-02-28,1,0.0,1.0,0.0
2007,dmk burger bar,60657.0,3,3,11,5,2019-04-25,1,0.0,1.0,0.0
2008,dmk burger bar and fish bar,60611.0,0,0,0,0,2015-08-25,1,1.0,0.0,0.0
2009,dmmino's #2791,60654.0,0,0,0,0,2019-10-04,1,1.0,0.0,0.0
2010,do eat,60608.0,0,1,6,3,2019-11-01,1,1.0,0.0,0.0
2011,do rite donuts,60611.0,1,4,7,2,2018-10-16,1,1.0,0.0,0.0
2012,do-rite donut kiosk,60611.0,1,0,1,0,2018-10-23,1,1.0,0.0,0.0
2013,do-rite donuts,60607.0,1,1,3,1,2019-09-05,1,0.0,1.0,0.0
2014,do-rite donuts & chicken,60606.0,0,0,0,0,2019-09-19,2,1.0,0.0,0.0
2015,do-rite donuts & chicken,60613.0,1,0,3,2,2019-05-03,2,1.0,0.0,0.0
2016,doc b's,60611.0,0,3,8,5,2019-05-24,1,0.0,1.0,0.0
2017,doc b's fresh kitchen,60611.0,2,0,9,7,2019-03-13,1,0.0,1.0,0.0
2018,doc's greyhorse saloon & eatery,60638.0,0,0,2,2,2019-03-22,1,0.0,1.0,0.0
2019,dock's great fish,60616.0,1,0,1,0,2019-08-08,1,0.0,1.0,0.0
2020,docks,60620.0,11,7,28,10,2019-12-19,1,0.0,1.0,0.0
2021,dog haus,60614.0,3,1,6,2,2019-10-24,1,1.0,0.0,0.0
2022,doggone's,60647.0,0,0,1,0,2019-05-09,1,0.0,1.0,0.0
2023,dolce italian,60654.0,1,2,7,4,2019-05-30,1,1.0,0.0,0.0
2024,dollar tree # 644,60634.0,0,0,1,1,2014-12-11,1,1.0,0.0,0.0
2025,dollop,60601.0,0,0,1,0,2019-08-22,1,1.0,0.0,0.0
2026,dollop bakeshop,60622.0,1,0,3,1,2017-06-23,1,1.0,0.0,0.0
2027,dollop coffee,60605.0,2,0,4,2,2019-08-16,2,1.0,0.0,0.0
2028,dollop coffee,60606.0,0,0,1,1,2017-02-07,2,0.0,1.0,0.0
2029,dollop coffee and tea,60613.0,2,1,10,7,2019-08-19,1,0.0,1.0,0.0
2030,dollop coffee bar,60610.0,1,1,2,0,2019-07-16,2,0.0,1.0,0.0
2031,dollop coffee bar,60611.0,0,2,3,1,2019-07-22,2,0.0,1.0,0.0
2032,dollop coffee co,60603.0,0,2,4,2,2019-12-26,3,1.0,0.0,0.0
2033,dollop coffee co,60613.0,0,0,1,0,2019-10-29,3,0.0,1.0,0.0
2034,dollop coffee co,60637.0,1,0,2,1,2018-04-23,3,1.0,0.0,0.0
2035,dollop coffee co at the fisher building,60604.0,1,1,7,5,2019-04-22,1,0.0,1.0,0.0
2036,dollop coffee co.,60654.0,0,0,1,1,2018-03-20,1,1.0,0.0,0.0
2037,dollop coffee company,60611.0,2,1,8,5,2020-01-03,1,1.0,0.0,0.0
2038,dollop diner,60640.0,3,2,8,3,2019-02-07,1,0.0,1.0,0.0
2039,dolo garden restaurant & bar,60616.0,11,2,21,8,2019-08-01,1,0.0,1.0,0.0
2040,domino's,60607.0,1,1,5,2,2018-11-27,9,0.0,1.0,0.0
2041,domino's,60608.0,0,2,3,1,2019-12-06,9,0.0,1.0,0.0
2042,domino's,60610.0,3,3,9,3,2019-08-02,9,1.0,0.0,0.0
2043,domino's,60612.0,1,1,4,2,2019-07-23,9,0.0,1.0,0.0
2044,domino's,60614.0,0,0,3,2,2019-11-22,9,0.0,1.0,0.0
2045,domino's,60623.0,1,1,4,2,2019-06-14,9,0.0,1.0,0.0
2046,domino's,60625.0,0,0,0,0,2019-07-17,9,0.0,1.0,0.0
2047,domino's,60641.0,0,2,4,1,2019-05-31,9,0.0,1.0,0.0
2048,domino's,60651.0,0,0,2,2,2019-05-21,9,0.0,1.0,0.0
2049,domino's pizza,60609.0,0,0,8,8,2019-07-02,15,0.0,1.0,0.0
2050,domino's pizza,60613.0,1,1,8,6,2019-11-04,15,0.0,1.0,0.0
2051,domino's pizza,60614.0,2,1,5,2,2017-10-03,15,1.0,0.0,0.0
2052,domino's pizza,60615.0,3,0,10,7,2016-02-16,15,1.0,0.0,0.0
2053,domino's pizza,60626.0,0,0,1,1,2019-06-18,15,0.0,1.0,0.0
2054,domino's pizza,60630.0,3,3,12,6,2019-07-22,15,0.0,1.0,0.0
2055,domino's pizza,60632.0,0,0,1,1,2019-10-22,15,0.0,1.0,0.0
2056,domino's pizza,60634.0,0,0,0,0,2019-09-23,15,1.0,0.0,0.0
2057,domino's pizza,60638.0,0,0,1,1,2019-06-14,15,0.0,1.0,0.0
2058,domino's pizza,60639.0,0,1,5,4,2019-06-06,15,0.0,1.0,0.0
2059,domino's pizza,60643.0,1,1,4,2,2018-03-02,15,0.0,1.0,0.0
2060,domino's pizza,60647.0,4,0,8,4,2017-10-26,15,1.0,0.0,0.0
2061,domino's pizza,60657.0,1,2,5,2,2019-12-23,15,0.0,1.0,0.0
2062,domino's pizza,60659.0,0,2,8,6,2019-06-10,15,0.0,1.0,0.0
2063,domino's pizza,60660.0,1,3,9,5,2019-06-28,15,0.0,1.0,0.0
2064,dominos,60607.0,5,0,10,5,2019-04-03,2,1.0,0.0,0.0
2065,dominos,60646.0,0,1,2,1,2020-01-23,2,0.0,1.0,0.0
2066,dominos pizza,60639.0,0,0,0,0,2019-01-11,1,0.0,1.0,0.0
2067,don cesars mexican grill,60640.0,0,0,0,0,2015-01-27,1,1.0,0.0,0.0
2068,don chema,60647.0,2,1,11,8,2019-05-15,1,0.0,1.0,0.0
2069,don fresco,60607.0,8,3,17,5,2019-03-08,1,1.0,0.0,0.0
2070,don juan,60631.0,2,2,12,8,2019-03-18,1,0.0,1.0,0.0
2071,don pedro carnitas,60608.0,2,1,12,9,2019-03-07,1,0.0,1.0,0.0
2072,don pepe carnes en su jugo,60623.0,2,1,11,8,2019-05-08,1,0.0,1.0,0.0
2073,"don's hamburgers, inc.",60608.0,0,1,11,10,2019-08-23,1,0.0,1.0,0.0
2074,don's hot dogs,60652.0,1,0,6,5,2019-05-08,1,0.0,1.0,0.0
2076,dona maria,60626.0,0,1,2,1,2019-05-15,1,0.0,1.0,0.0
2077,dona natys tacos,60622.0,0,2,2,0,2019-04-30,1,0.0,1.0,0.0
2078,dona tola,60613.0,1,0,1,0,2020-01-02,1,0.0,0.0,1.0
2079,dona torta,60623.0,2,1,11,7,2019-01-29,1,0.0,1.0,0.0
2080,donalds famous hot dogs,60608.0,4,2,16,10,2019-07-11,1,1.0,0.0,0.0
2081,dong ky restaurant & bakery,60640.0,11,5,22,6,2019-07-08,1,1.0,0.0,0.0
2082,dongpo impression,60616.0,3,1,4,0,2019-10-09,1,0.0,1.0,0.0
2084,doppio coffee house,60657.0,0,0,1,0,2019-09-10,1,0.0,1.0,0.0
2085,doreen's pizzeria,60633.0,3,3,14,8,2020-01-08,1,1.0,0.0,0.0
2086,dos diablos,60654.0,0,0,0,0,2012-11-20,1,1.0,0.0,0.0
2087,dos toros taqueria,60602.0,0,0,3,3,2019-03-26,3,0.0,1.0,0.0
2088,dos toros taqueria,60606.0,3,1,8,3,2019-12-02,3,0.0,1.0,0.0
2089,dos toros taqueria,60611.0,0,0,2,1,2019-11-15,3,0.0,1.0,0.0
2090,dos urban cantina,60647.0,2,0,9,4,2019-01-23,1,0.0,1.0,0.0
2091,dosirak,60607.0,5,1,12,6,2019-09-20,1,0.0,1.0,0.0
2092,double bubble,60660.0,0,0,5,5,2019-08-08,1,0.0,1.0,0.0
2093,"double happiness enterprises, inc.",60640.0,3,6,13,4,2019-10-17,1,0.0,1.0,0.0
2094,doubletree by hilton chicago-magnificent mile,60611.0,2,1,11,6,2019-01-24,1,0.0,1.0,0.0
2095,dough bros,60654.0,1,4,8,3,2019-12-06,1,1.0,0.0,0.0
2096,dough dough,60614.0,0,0,2,1,2019-05-17,1,0.0,1.0,0.0
2097,doughnut vault,60606.0,1,1,5,2,2018-05-29,1,0.0,1.0,0.0
2098,dove's luncheonette,60622.0,5,0,12,7,2019-06-24,1,1.0,0.0,0.0
2099,downtown docks,60601.0,0,0,0,0,2016-10-07,1,1.0,0.0,0.0
2100,downtown dogs,60611.0,2,3,12,7,2019-10-09,1,0.0,1.0,0.0
2101,dox quality greek,60622.0,1,0,1,0,2016-12-12,1,1.0,0.0,0.0
2102,"dr. mlk, jr. park and family entertainment center",60620.0,0,2,4,1,2019-12-20,1,0.0,1.0,0.0
2104,dragon bowl,60616.0,3,2,7,2,2019-02-21,1,1.0,0.0,0.0
2105,dragon gate,60626.0,2,1,13,10,2019-05-23,1,1.0,0.0,0.0
2106,dragon lady lounge,60618.0,2,0,13,6,2019-01-10,1,0.0,1.0,0.0
2107,drake brothers,60611.0,0,2,8,6,2019-03-01,1,0.0,1.0,0.0
2108,drake hotel,60611.0,3,2,12,7,2019-03-01,1,0.0,1.0,0.0
2109,drew's on halsted,60657.0,1,0,1,0,2019-07-18,1,1.0,0.0,0.0
2110,drinkhaus bar & grill,60607.0,2,0,4,2,2019-07-02,1,0.0,1.0,0.0
2111,dropshop coffee and snack,60610.0,0,1,3,2,2018-06-27,1,1.0,0.0,0.0
2112,dryhop brewers,60657.0,0,2,2,0,2019-08-20,1,0.0,1.0,0.0
2113,ds fajita factory,60657.0,0,1,1,0,2019-06-12,1,1.0,0.0,0.0
2114,ds tequila co.,60657.0,3,1,9,5,2019-11-15,1,0.0,1.0,0.0
2115,dublin bar & grill,60610.0,2,6,14,6,2019-06-27,1,0.0,1.0,0.0
2116,duchossois center for advanced medicine,60637.0,0,0,0,0,2012-04-02,1,0.0,1.0,0.0
2117,duck duck goat,60607.0,1,0,7,6,2019-12-04,1,1.0,0.0,0.0
2118,due mondi cafe,60707.0,0,0,4,4,2019-12-30,1,0.0,1.0,0.0
2119,duelire vino & cucina,60625.0,1,0,13,9,2019-12-19,1,0.0,1.0,0.0
2120,duffy's tavern & grille,60614.0,1,1,8,6,2019-12-27,1,0.0,1.0,0.0
2121,duke's,60646.0,2,1,7,4,2019-09-13,1,1.0,0.0,0.0
2122,duks red hots,60622.0,4,4,23,15,2018-10-19,1,1.0,0.0,0.0
2123,dunkin baskin,60647.0,3,1,9,5,2017-06-27,1,1.0,0.0,0.0
2124,dunkin baskins togos,60614.0,3,5,14,6,2018-09-18,1,0.0,1.0,0.0
2125,dunkin donut,60622.0,2,3,10,5,2019-07-23,2,0.0,1.0,0.0
2126,dunkin donut,60660.0,8,1,19,10,2019-08-16,2,1.0,0.0,0.0
2127,dunkin donut baskin robin & togo's,60639.0,1,0,10,9,2018-03-15,1,1.0,0.0,0.0
2128,dunkin donuts,60601.0,8,9,67,50,2019-10-15,50,0.0,1.0,0.0
2129,dunkin donuts,60602.0,4,7,32,20,2019-12-17,50,0.0,1.0,0.0
2130,dunkin donuts,60603.0,2,0,8,6,2017-09-08,50,1.0,0.0,0.0
2131,dunkin donuts,60604.0,4,11,45,30,2019-12-17,50,0.0,1.0,0.0
