,DBA Name,Zip,n_failed,n_pwc,n_inspections,n_passed,most_recent_inspection,Chains,recent_pass,recent_pwc,recent_fail
2132,dunkin donuts,60605.0,2,9,23,12,2019-10-24,50,1.0,0.0,0.0
2133,dunkin donuts,60606.0,7,8,48,32,2019-12-18,50,1.0,0.0,0.0
2134,dunkin donuts,60607.0,0,0,2,2,2018-09-12,50,0.0,1.0,0.0
2135,dunkin donuts,60608.0,6,3,22,13,2019-11-08,50,1.0,0.0,0.0
2136,dunkin donuts,60609.0,5,10,37,19,2020-01-08,50,1.0,0.0,0.0
2137,dunkin donuts,60610.0,0,2,8,6,2019-06-11,50,0.0,1.0,0.0
2138,dunkin donuts,60611.0,5,1,19,13,2019-12-31,50,0.0,1.0,0.0
2139,dunkin donuts,60612.0,1,4,11,6,2019-09-23,50,1.0,0.0,0.0
2140,dunkin donuts,60613.0,1,6,8,1,2019-06-21,50,0.0,1.0,0.0
2141,dunkin donuts,60614.0,2,7,17,8,2019-08-27,50,1.0,0.0,0.0
2142,dunkin donuts,60616.0,0,2,11,9,2018-04-30,50,1.0,0.0,0.0
2143,dunkin donuts,60617.0,0,8,26,18,2019-12-09,50,1.0,0.0,0.0
2144,dunkin donuts,60618.0,2,2,16,12,2019-05-22,50,0.0,1.0,0.0
2145,dunkin donuts,60619.0,2,2,8,4,2016-09-02,50,1.0,0.0,0.0
2146,dunkin donuts,60620.0,2,10,26,14,2019-11-27,50,1.0,0.0,0.0
2147,dunkin donuts,60621.0,1,0,6,5,2018-05-04,50,1.0,0.0,0.0
2148,dunkin donuts,60622.0,12,9,46,25,2019-11-01,50,1.0,0.0,0.0
2149,dunkin donuts,60623.0,5,5,21,11,2019-06-03,50,1.0,0.0,0.0
2150,dunkin donuts,60625.0,2,5,18,9,2019-11-06,50,1.0,0.0,0.0
2151,dunkin donuts,60626.0,4,7,14,2,2019-09-03,50,1.0,0.0,0.0
2152,dunkin donuts,60629.0,1,1,8,6,2019-09-27,50,0.0,1.0,0.0
2153,dunkin donuts,60630.0,1,1,9,7,2019-01-14,50,0.0,1.0,0.0
2154,dunkin donuts,60631.0,2,1,12,9,2019-03-15,50,1.0,0.0,0.0
2155,dunkin donuts,60632.0,7,12,49,30,2019-12-16,50,0.0,1.0,0.0
2156,dunkin donuts,60634.0,1,1,11,9,2018-10-26,50,0.0,1.0,0.0
2157,dunkin donuts,60636.0,8,1,22,13,2019-06-04,50,1.0,0.0,0.0
2158,dunkin donuts,60638.0,6,3,30,21,2019-12-23,50,1.0,0.0,0.0
2159,dunkin donuts,60639.0,6,4,30,20,2018-08-16,50,0.0,1.0,0.0
2160,dunkin donuts,60640.0,3,7,18,6,2019-09-27,50,1.0,0.0,0.0
2161,dunkin donuts,60641.0,8,13,54,33,2019-11-21,50,0.0,1.0,0.0
2162,dunkin donuts,60642.0,6,3,19,10,2019-08-15,50,1.0,0.0,0.0
2163,dunkin donuts,60643.0,3,2,8,3,2019-05-20,50,0.0,1.0,0.0
2164,dunkin donuts,60644.0,4,2,13,7,2016-07-13,50,1.0,0.0,0.0
2165,dunkin donuts,60645.0,5,3,24,16,2019-11-15,50,1.0,0.0,0.0
2166,dunkin donuts,60647.0,1,0,8,7,2017-11-03,50,0.0,1.0,0.0
2167,dunkin donuts,60649.0,3,3,11,4,2019-02-15,50,0.0,1.0,0.0
2168,dunkin donuts,60651.0,0,4,7,3,2019-08-29,50,1.0,0.0,0.0
2169,dunkin donuts,60652.0,0,5,9,4,2019-03-28,50,1.0,0.0,0.0
2170,dunkin donuts,60654.0,1,5,12,5,2019-10-24,50,1.0,0.0,0.0
2171,dunkin donuts,60655.0,4,2,12,6,2019-08-07,50,1.0,0.0,0.0
2172,dunkin donuts,60656.0,1,1,6,4,2019-07-25,50,1.0,0.0,0.0
2173,dunkin donuts,60657.0,1,2,5,2,2019-11-22,50,1.0,0.0,0.0
2174,dunkin donuts,60659.0,1,2,22,19,2019-07-11,50,1.0,0.0,0.0
2175,dunkin donuts,60660.0,4,13,32,14,2019-08-23,50,0.0,1.0,0.0
2176,dunkin donuts,60661.0,6,5,34,23,2019-06-05,50,0.0,1.0,0.0
2177,dunkin donuts,60666.0,1,3,12,8,2019-04-11,50,0.0,1.0,0.0
2178,dunkin donuts & baskin robbins,60601.0,0,1,5,4,2018-06-06,4,1.0,0.0,0.0
2179,dunkin donuts & baskin robbins,60619.0,1,0,4,3,2019-12-19,4,1.0,0.0,0.0
2180,dunkin donuts & baskin robbins,60636.0,2,2,7,3,2019-09-20,4,1.0,0.0,0.0
2181,dunkin donuts & baskin robbins,60652.0,2,2,10,6,2019-04-30,4,1.0,0.0,0.0
2182,dunkin donuts & baskin robins,60652.0,2,0,11,9,2019-04-29,1,1.0,0.0,0.0
2183,dunkin donuts / baskin robbins,60601.0,1,0,6,5,2018-05-17,7,0.0,1.0,0.0
2184,dunkin donuts / baskin robbins,60613.0,2,3,11,6,2019-12-31,7,1.0,0.0,0.0
2185,dunkin donuts / baskin robbins,60618.0,0,1,5,4,2019-11-26,7,1.0,0.0,0.0
2186,dunkin donuts / baskin robbins,60625.0,1,2,9,6,2019-11-27,7,1.0,0.0,0.0
2187,dunkin donuts / baskin robbins,60630.0,5,3,19,11,2019-10-29,7,1.0,0.0,0.0
2188,dunkin donuts / baskin robbins,60634.0,3,0,10,7,2019-09-13,7,0.0,1.0,0.0
2189,dunkin donuts / baskin robbins,60641.0,2,1,10,7,2019-01-17,7,0.0,1.0,0.0
2190,dunkin donuts / baskin robins,60618.0,1,0,7,6,2019-11-27,2,1.0,0.0,0.0
2191,dunkin donuts / baskin robins,60661.0,0,1,6,5,2019-08-20,2,0.0,1.0,0.0
2192,dunkin donuts and baskin robbins,60616.0,0,0,3,3,2017-11-30,1,1.0,0.0,0.0
2193,dunkin donuts baskin robbins,60605.0,1,0,7,6,2019-12-02,8,0.0,1.0,0.0
2194,dunkin donuts baskin robbins,60606.0,2,0,7,5,2018-03-15,8,1.0,0.0,0.0
2195,dunkin donuts baskin robbins,60607.0,2,2,13,9,2019-01-24,8,1.0,0.0,0.0
2196,dunkin donuts baskin robbins,60608.0,0,1,6,5,2019-06-10,8,1.0,0.0,0.0
2197,dunkin donuts baskin robbins,60634.0,1,2,12,9,2019-03-15,8,1.0,0.0,0.0
2198,dunkin donuts baskin robbins,60639.0,0,4,18,14,2020-01-27,8,0.0,0.0,1.0
2199,dunkin donuts baskin robbins,60651.0,4,0,10,6,2016-07-27,8,0.0,1.0,0.0
2200,dunkin donuts baskin robbins,60654.0,0,0,8,8,2019-10-25,8,1.0,0.0,0.0
2201,dunkin donuts baskin robbins togo's,60611.0,1,1,10,8,2019-08-13,1,1.0,0.0,0.0
2202,dunkin donuts inc,60613.0,2,1,9,6,2019-10-30,1,0.0,1.0,0.0
2203,dunkin donuts/ baskin robbins,60630.0,1,1,8,6,2019-01-09,3,1.0,0.0,0.0
2204,dunkin donuts/ baskin robbins,60639.0,5,1,14,8,2018-07-25,3,0.0,1.0,0.0
2205,dunkin donuts/ baskin robbins,60647.0,0,0,0,0,2019-11-21,3,0.0,1.0,0.0
2206,dunkin donuts/ baskin robbins/ togo's,60652.0,2,2,11,7,2019-04-10,1,1.0,0.0,0.0
2207,dunkin donuts/ baskin robins,60659.0,5,4,17,8,2019-07-22,1,0.0,1.0,0.0
2208,dunkin donuts/baskin robbins,60607.0,3,1,11,7,2018-10-02,18,0.0,1.0,0.0
2209,dunkin donuts/baskin robbins,60608.0,2,0,8,6,2019-10-11,18,0.0,1.0,0.0
2210,dunkin donuts/baskin robbins,60609.0,2,1,11,8,2017-12-14,18,0.0,1.0,0.0
2211,dunkin donuts/baskin robbins,60610.0,2,4,11,5,2019-02-28,18,0.0,1.0,0.0
2212,dunkin donuts/baskin robbins,60614.0,2,6,14,6,2018-08-31,18,0.0,1.0,0.0
2213,dunkin donuts/baskin robbins,60615.0,1,2,7,4,2016-09-01,18,1.0,0.0,0.0
2214,dunkin donuts/baskin robbins,60616.0,0,0,8,8,2018-01-04,18,1.0,0.0,0.0
2215,dunkin donuts/baskin robbins,60617.0,0,0,0,0,2019-07-12,18,1.0,0.0,0.0
2216,dunkin donuts/baskin robbins,60619.0,1,1,4,1,2019-12-19,18,1.0,0.0,0.0
2217,dunkin donuts/baskin robbins,60620.0,2,1,4,1,2019-11-25,18,1.0,0.0,0.0
2218,dunkin donuts/baskin robbins,60626.0,4,4,12,4,2019-08-06,18,1.0,0.0,0.0
2219,dunkin donuts/baskin robbins,60628.0,2,3,14,9,2019-06-13,18,0.0,1.0,0.0
2220,dunkin donuts/baskin robbins,60629.0,2,2,10,6,2019-10-28,18,1.0,0.0,0.0
2221,dunkin donuts/baskin robbins,60646.0,4,3,13,6,2019-07-31,18,1.0,0.0,0.0
2222,dunkin donuts/baskin robbins,60647.0,4,5,18,9,2018-11-19,18,0.0,1.0,0.0
2223,dunkin donuts/baskin robbins,60653.0,2,2,7,3,2019-03-27,18,1.0,0.0,0.0
2224,dunkin donuts/baskin robbins,60657.0,1,0,7,6,2019-11-18,18,1.0,0.0,0.0
2225,dunkin donuts/baskin robbins,60660.0,0,0,0,0,2019-11-22,18,1.0,0.0,0.0
2226,dunkin donuts/baskin robin,60630.0,0,1,7,6,2019-09-27,1,1.0,0.0,0.0
2227,dunkin donuts/baskinrobbins,60629.0,2,1,8,4,2019-09-13,1,0.0,1.0,0.0
2228,dunkin dounuts / baskin robins,60602.0,1,0,12,11,2018-02-15,1,1.0,0.0,0.0
2229,dunkin' donuts,60612.0,0,0,0,0,2018-09-26,2,1.0,0.0,0.0
2230,dunkin' donuts,60638.0,0,0,0,0,2020-01-03,2,1.0,0.0,0.0
2231,dunkin' donuts/jet box,60638.0,0,1,1,0,2019-06-20,1,1.0,0.0,0.0
2232,dunkin/baskin robbins,60644.0,0,0,0,0,2019-12-27,1,1.0,0.0,0.0
2233,dunkins donuts baskin robbins,60618.0,0,1,5,4,2019-11-25,1,1.0,0.0,0.0
2234,dunlays on the square,60647.0,2,1,3,0,2020-01-30,1,1.0,0.0,0.0
2235,duomo cafe,60647.0,2,0,4,1,2016-06-23,1,1.0,0.0,0.0
2236,durango pizzeria,60639.0,1,0,10,6,2019-11-15,1,0.0,1.0,0.0
2237,durum cafe,60661.0,1,0,1,0,2019-08-27,1,0.0,1.0,0.0
2238,dusek's board and beer / punch house,60608.0,2,3,16,10,2019-10-09,1,1.0,0.0,0.0
2239,dutch & doc's,60613.0,0,0,2,2,2019-03-14,1,1.0,0.0,0.0
2240,dylan's tavern & grill,60661.0,4,6,17,7,2019-09-16,1,1.0,0.0,0.0
2241,"dynamic african cuisine, inc.",60660.0,5,1,14,8,2019-08-19,1,0.0,1.0,0.0
2242,e ramen,60616.0,1,0,1,0,2019-11-13,1,0.0,1.0,0.0
2243,e-z convenience store inc.,60612.0,1,0,1,0,2017-03-31,1,1.0,0.0,0.0
2244,earl's bbq,60630.0,3,2,6,1,2019-08-29,1,1.0,0.0,0.0
2245,earls kitchen + bar,60610.0,1,3,7,3,2019-01-29,1,0.0,1.0,0.0
2246,early society llc,60601.0,0,0,0,0,2016-09-01,1,1.0,0.0,0.0
2247,earth's kitchen,60613.0,1,2,6,3,2019-04-17,1,0.0,1.0,0.0
2248,east bank club,60610.0,1,7,10,2,2019-05-02,1,0.0,1.0,0.0
2249,east of edens,60646.0,1,0,12,11,2019-09-10,1,0.0,1.0,0.0
2250,"east of the ryan,inc",60619.0,7,3,18,4,2019-08-20,1,1.0,0.0,0.0
2251,east side taverna & pizzaria,60611.0,0,0,0,0,2017-02-16,1,1.0,0.0,0.0
2252,east tower main kitchen,60601.0,0,3,9,6,2019-02-01,1,0.0,1.0,0.0
2253,eastern style pizza ii lt,60645.0,1,1,10,8,2019-04-29,1,0.0,1.0,0.0
2254,"eastside sharks, inc.",60619.0,1,5,12,6,2019-06-17,1,1.0,0.0,0.0
2255,"eastside soccer dome, inc.",60617.0,1,0,2,1,2016-08-15,1,1.0,0.0,0.0
2256,easy living juice bar llc,60620.0,2,0,4,1,2020-01-28,1,1.0,0.0,0.0
2257,eat and run  nfp,60620.0,7,2,19,7,2019-09-04,1,1.0,0.0,0.0
2258,eat clean chicago,60638.0,0,0,0,0,2019-02-06,1,0.0,0.0,1.0
2259,eat first restaurant inc,60618.0,6,4,18,8,2019-10-08,1,0.0,1.0,0.0
2260,eat me milk me,60607.0,4,0,5,1,2020-01-08,1,1.0,0.0,0.0
2261,eat purely,60612.0,1,0,2,1,2019-08-06,1,1.0,0.0,0.0
2262,eat-n-run #2,60628.0,2,2,7,2,2016-10-26,1,1.0,0.0,0.0
2263,eataly,60611.0,2,10,27,15,2020-01-21,1,0.0,1.0,0.0
2264,eating recovery center chicago,60611.0,0,0,2,1,2018-08-20,1,0.0,1.0,0.0
2265,eckhardt cafe,60637.0,2,0,6,4,2019-04-23,1,1.0,0.0,0.0
2266,eclipse restaurant & lounge,60647.0,1,0,1,0,2011-03-30,1,1.0,0.0,0.0
2267,ecuador restaurant inc,60647.0,0,1,10,9,2019-09-25,1,0.0,1.0,0.0
2268,eddie v's,60611.0,0,0,0,0,2014-02-25,1,1.0,0.0,0.0
2269,eddie v's wild fish,60611.0,5,0,10,5,2019-11-01,1,0.0,1.0,0.0
2271,edens fast food,60646.0,2,1,11,8,2019-06-12,1,0.0,1.0,0.0
2272,edge athlete lounge,60622.0,0,0,1,1,2016-09-13,1,1.0,0.0,0.0
2273,edgebrook coffee shop,60646.0,2,0,9,7,2019-08-09,1,0.0,1.0,0.0
2274,edgewater beach cafe,60640.0,2,1,16,6,2019-12-13,1,1.0,0.0,0.0
2275,edgewater mexican cafe,60660.0,0,1,3,2,2020-01-03,1,0.0,1.0,0.0
2276,edgewater tacos,60660.0,0,0,2,1,2019-04-08,1,0.0,1.0,0.0
2277,edible arrangements,60603.0,1,0,7,6,2018-04-03,5,1.0,0.0,0.0
2278,edible arrangements,60607.0,2,1,9,6,2019-09-27,5,1.0,0.0,0.0
2279,edible arrangements,60614.0,0,0,1,0,2019-12-17,5,0.0,1.0,0.0
2280,edible arrangements,60615.0,1,1,2,0,2019-08-29,5,0.0,1.0,0.0
2281,edible arrangements,60638.0,1,0,6,5,2018-08-29,5,0.0,1.0,0.0
2282,edible arrangements #1250,60626.0,0,0,0,0,2019-11-22,1,0.0,1.0,0.0
2283,edible arrangements of chicago-hyde park,60615.0,2,5,12,5,2017-03-24,1,0.0,1.0,0.0
2284,edible arrangements of south chicago,60617.0,1,4,6,1,2019-12-23,1,0.0,0.0,1.0
2285,edison park bowl,60631.0,0,2,4,2,2019-05-10,1,0.0,1.0,0.0
2286,edison park inn,60631.0,2,3,9,4,2020-01-13,1,1.0,0.0,0.0
2287,edwardo's natural pizza restaurant,60605.0,0,0,6,6,2015-09-14,1,1.0,0.0,0.0
2288,edwardo's pizza,60610.0,3,1,15,11,2019-04-29,1,0.0,1.0,0.0
2289,efes restaurant,60657.0,1,0,1,0,2012-11-19,1,1.0,0.0,0.0
2290,efie's canteen inc,60666.0,1,1,20,18,2019-10-24,1,1.0,0.0,0.0
2291,egg harbor cafe,60611.0,0,0,0,0,2019-10-24,1,1.0,0.0,0.0
2292,egg-o-holic,60642.0,0,1,2,1,2019-06-18,1,0.0,1.0,0.0
2293,eggs inc. cafe,60611.0,2,2,7,2,2019-10-17,1,1.0,0.0,0.0
2294,eggsperience,60607.0,2,2,6,1,2019-12-06,2,1.0,0.0,0.0
2295,eggsperience,60657.0,3,1,6,1,2019-08-15,2,1.0,0.0,0.0
2296,eggsplosion rolls,60651.0,0,0,0,0,2019-11-19,1,1.0,0.0,0.0
2297,eggys,60601.0,2,7,16,7,2020-01-17,1,0.0,1.0,0.0
2298,einstein bagels/ decolores,60638.0,2,2,5,0,2019-08-08,1,1.0,0.0,0.0
2299,einstein bros bagels #3463,60602.0,0,1,9,8,2019-08-19,1,0.0,1.0,0.0
2300,einstein bros. bagels #1242,60611.0,2,4,16,10,2019-12-02,1,1.0,0.0,0.0
2301,einstein bros. bagels #3505,60654.0,5,4,16,7,2019-08-06,1,0.0,1.0,0.0
2302,ej sushi,60642.0,1,4,9,4,2019-07-05,1,0.0,1.0,0.0
2303,el alegre burrito,60707.0,2,3,11,6,2019-09-12,1,0.0,1.0,0.0
2304,el arco de palmar,60625.0,4,1,12,7,2019-06-20,1,0.0,1.0,0.0
2305,el asadero colombiano,60630.0,0,0,1,0,2019-03-18,1,0.0,1.0,0.0
2306,el asador express,60632.0,1,1,8,6,2019-03-22,1,0.0,1.0,0.0
2307,el authentico 5 de mayo,60657.0,0,0,0,0,2013-05-14,1,1.0,0.0,0.0
2308,el azteca,60639.0,4,5,28,18,2019-10-01,1,0.0,1.0,0.0
2309,el barco restaurant,60622.0,4,6,29,19,2019-11-21,1,1.0,0.0,0.0
2310,el basurero restaurant inc.,60632.0,1,0,3,1,2020-01-24,1,0.0,1.0,0.0
2311,el buen valle restaurant,60639.0,6,4,18,7,2019-11-05,1,0.0,1.0,0.0
2312,el burrito amigo,60639.0,1,2,9,6,2019-01-24,1,0.0,1.0,0.0
2313,el burrito feliz restaurant,60623.0,0,1,10,9,2019-05-21,1,0.0,1.0,0.0
2314,el burrito mexicano,60613.0,0,1,8,7,2019-05-20,1,0.0,1.0,0.0
2315,el caballo locco,60618.0,4,0,15,5,2019-03-21,1,1.0,0.0,0.0
2316,el cabrito,60609.0,1,1,5,3,2019-04-19,1,0.0,1.0,0.0
2317,el campeon taco bar express,60659.0,0,0,1,0,2019-09-05,1,0.0,1.0,0.0
2318,el campestre #2,60629.0,0,1,7,6,2019-05-03,1,0.0,1.0,0.0
2319,"el campestre restaurant, inc.",60632.0,2,1,10,7,2019-06-12,1,0.0,1.0,0.0
2320,el cangrejo,60632.0,0,0,1,1,2019-08-15,1,0.0,1.0,0.0
2321,el cantante,60608.0,0,2,2,0,2019-10-01,1,0.0,1.0,0.0
2322,el capitan restaurant,60647.0,3,2,15,6,2019-12-03,1,0.0,1.0,0.0
2323,el carrito,60659.0,3,1,9,5,2019-03-11,1,0.0,1.0,0.0
2324,el centenario sports bar & grill,60624.0,0,0,0,0,2013-08-22,1,1.0,0.0,0.0
2326,el chile restaurant & pancake house,60618.0,8,1,20,11,2019-04-29,1,0.0,1.0,0.0
2327,el chilito loco,60652.0,0,1,4,3,2019-11-22,1,0.0,1.0,0.0
2328,el chisme,60609.0,1,1,11,9,2019-04-23,1,0.0,1.0,0.0
2329,el churrito,60638.0,2,0,3,1,2019-04-22,1,0.0,1.0,0.0
2330,el churrito rojas inc.,60608.0,1,0,5,4,2018-04-24,1,1.0,0.0,0.0
2331,el churrito3,60652.0,0,0,1,0,2019-09-06,1,0.0,1.0,0.0
2332,el cid tacos #2,60647.0,2,5,14,7,2019-09-19,1,0.0,1.0,0.0
2333,el conde s.a.,60632.0,1,1,8,5,2019-09-12,1,0.0,1.0,0.0
2334,el condes..a.,60608.0,0,0,1,1,2014-08-07,1,0.0,0.0,1.0
2335,el cubanito,60639.0,2,2,8,3,2019-08-26,1,1.0,0.0,0.0
2336,el diamante azul restaurant,60660.0,0,2,2,0,2019-07-30,1,0.0,1.0,0.0
2337,el dragon,60623.0,1,0,1,0,2012-03-08,1,1.0,0.0,0.0
2338,el eden saludable,60629.0,0,0,0,0,2016-12-16,1,1.0,0.0,0.0
2339,el famous burrito - rogers park,60626.0,0,0,0,0,2019-07-11,1,1.0,0.0,0.0
2340,el famous restaurant,60626.0,2,3,13,7,2019-04-30,1,1.0,0.0,0.0
2341,el faro caribbean seafood,60622.0,0,0,0,0,2017-11-28,1,1.0,0.0,0.0
2342,el faro restaurant,60623.0,5,4,15,6,2019-11-18,1,0.0,1.0,0.0
2343,el g-fe,60632.0,0,0,0,0,2020-01-17,1,1.0,0.0,0.0
2344,el gallo bravo,60618.0,2,2,14,10,2019-04-25,1,0.0,1.0,0.0
2345,"el gallo giro, inc.",60638.0,1,1,9,7,2019-06-06,1,0.0,1.0,0.0
2346,el gallo mexican food inc.,60655.0,1,0,8,7,2019-02-01,1,0.0,1.0,0.0
2347,el gallo oro,60629.0,0,0,9,9,2019-04-24,1,0.0,1.0,0.0
2348,el garcia restaurant,60645.0,1,1,4,2,2019-01-29,1,1.0,0.0,0.0
2349,el gordo restaurant,60634.0,1,2,14,11,2019-03-14,1,0.0,1.0,0.0
2350,el gran burrito,60639.0,3,3,18,12,2019-07-15,1,1.0,0.0,0.0
2351,el gran burrito express,60623.0,1,2,15,12,2019-06-13,1,0.0,1.0,0.0
2352,el gran burrito express #2,60620.0,0,0,1,1,2020-01-22,1,0.0,1.0,0.0
2353,el guanaco,60647.0,0,1,8,7,2019-10-21,1,0.0,1.0,0.0
2354,el guanaco 2,60639.0,1,1,11,7,2019-05-23,1,0.0,1.0,0.0
2355,el guero,60617.0,1,2,4,0,2019-11-05,1,1.0,0.0,0.0
2356,el gusano rojo ii,60613.0,2,1,6,3,2019-09-16,1,0.0,1.0,0.0
2357,el habanero inc.,60647.0,1,1,8,6,2019-08-01,1,1.0,0.0,0.0
2358,el hefe,60654.0,1,4,9,4,2019-07-24,1,1.0,0.0,0.0
2359,el huarache de maria,60639.0,4,1,13,7,2019-11-18,1,0.0,1.0,0.0
2360,el ideas,60608.0,0,0,5,3,2019-04-02,1,0.0,1.0,0.0
2361,el jacalito,60617.0,2,1,10,7,2019-05-13,1,0.0,1.0,0.0
2362,el jardin mexican & american food,60601.0,1,1,9,7,2019-10-09,1,0.0,1.0,0.0
2363,el jardin restaurant,60657.0,4,1,10,5,2019-01-08,1,0.0,1.0,0.0
2364,el kaporal restaurant,60632.0,1,3,10,6,2020-01-14,1,0.0,1.0,0.0
2365,el llano restaurant,60613.0,1,0,3,1,2019-01-02,1,0.0,1.0,0.0
2366,"el mariachi  restaurant, inc",60657.0,1,2,11,5,2019-11-13,1,1.0,0.0,0.0
2367,el mariachi restaurant,60613.0,4,1,16,8,2019-04-10,1,0.0,1.0,0.0
2368,el maya,60613.0,0,0,0,0,2016-12-01,1,1.0,0.0,0.0
2369,el metro,60622.0,2,2,9,5,2020-01-08,1,1.0,0.0,0.0
2370,el mezquite grill,60623.0,0,1,9,8,2019-05-16,1,1.0,0.0,0.0
2371,el mezquite inc.,60608.0,2,1,9,6,2019-04-11,1,0.0,1.0,0.0
2372,el michoacanito,60618.0,1,0,5,3,2019-02-21,1,0.0,1.0,0.0
2373,el milagro,60608.0,2,3,13,8,2019-02-06,2,0.0,1.0,0.0
2374,el milagro,60623.0,5,3,17,9,2019-05-08,2,1.0,0.0,0.0
2375,el mirador restaurant,60639.0,1,1,5,3,2019-08-26,1,1.0,0.0,0.0
2376,el muchacho alegre,60641.0,4,1,14,9,2019-01-22,1,0.0,1.0,0.0
2378,el nuevo mexicano,60657.0,3,1,15,11,2019-10-24,1,0.0,1.0,0.0
2379,el nuevo puerto mariscos and grill,60625.0,0,0,1,0,2019-05-10,1,1.0,0.0,0.0
2380,el nuevo sol de mexico,60645.0,2,1,10,7,2019-01-29,1,0.0,1.0,0.0
2382,el nuevo taconazo,60608.0,2,5,14,6,2019-11-12,1,1.0,0.0,0.0
2383,"el nuevo taconazo, inc.",60629.0,4,3,11,4,2019-03-25,1,0.0,1.0,0.0
2384,"el original chavas tacos, inc",60632.0,1,2,15,10,2020-01-30,1,0.0,1.0,0.0
2385,"el original chavas tacos, inc.",60612.0,1,2,15,12,2019-02-13,1,0.0,1.0,0.0
2386,el pacifico,60657.0,0,0,0,0,2011-05-04,1,1.0,0.0,0.0
2387,"el pacifico,inc",60647.0,1,3,11,7,2020-01-10,1,0.0,1.0,0.0
2388,el padre nuestro inc,60625.0,0,0,0,0,2019-12-09,1,0.0,1.0,0.0
2389,el paisano taco's,60622.0,4,1,15,10,2016-05-25,1,1.0,0.0,0.0
2390,el paisano tacos inc,60622.0,1,1,5,3,2019-04-12,1,0.0,1.0,0.0
2391,el patron a modern taqueria,60638.0,3,2,12,7,2019-04-15,1,0.0,1.0,0.0
2392,el patron ii,60623.0,0,0,1,0,2019-08-22,1,0.0,1.0,0.0
2393,el patroncito taqueria inc,60625.0,1,1,2,0,2019-12-17,1,0.0,1.0,0.0
2394,el pecado inc.,60626.0,1,0,2,1,2019-01-09,1,0.0,1.0,0.0
2396,el pilon restaurant corporation,60647.0,0,0,5,1,2019-03-25,1,0.0,1.0,0.0
2397,el plan de lobos,60632.0,0,1,3,2,2019-09-25,1,0.0,1.0,0.0
2398,el pollo bravo,60623.0,3,2,11,5,2019-04-18,1,0.0,1.0,0.0
2399,"el pollo grill, inc.",60623.0,2,2,9,5,2019-05-23,1,0.0,1.0,0.0
2400,el pollo ranchero,60623.0,1,0,3,2,2013-04-29,1,1.0,0.0,0.0
2401,el pollo real,60623.0,1,2,7,4,2019-01-22,1,0.0,1.0,0.0
2402,el pollo real inc,60629.0,0,0,1,1,2019-06-04,1,0.0,1.0,0.0
2403,el pozolito #2 restaurant,60632.0,1,0,4,3,2014-07-28,1,1.0,0.0,0.0
2404,el presidente restaurant,60614.0,5,5,20,10,2019-10-29,1,0.0,1.0,0.0
2405,el publano,60632.0,0,1,8,7,2019-07-29,1,0.0,1.0,0.0
2406,el pueblito mexican grill,60630.0,1,1,2,0,2019-10-02,1,1.0,0.0,0.0
2407,el pueblo,60659.0,2,1,12,9,2020-01-15,1,0.0,1.0,0.0
2408,el puerto restaurant,60632.0,0,0,1,1,2019-06-14,1,0.0,1.0,0.0
2409,el rey de la costa,60625.0,2,1,3,0,2020-01-31,1,1.0,0.0,0.0
2410,el rey del taco & burrito,60632.0,3,1,11,7,2019-04-11,1,0.0,1.0,0.0
2411,el rey del taco & burritos,60632.0,2,3,12,7,2019-06-19,1,0.0,1.0,0.0
2412,el rincon de mexico,60632.0,1,0,2,1,2019-04-18,1,0.0,1.0,0.0
2413,"el rincon del sabor inc.,",60707.0,0,1,2,1,2019-11-14,1,0.0,1.0,0.0
2414,el rio restaurant,60625.0,0,0,0,0,2012-09-25,1,1.0,0.0,0.0
2415,el sabor poblano,60626.0,1,1,2,0,2019-02-25,1,0.0,1.0,0.0
2416,el senor tamal,60639.0,1,1,5,2,2019-05-16,1,0.0,1.0,0.0
2417,el sol de michoacan,60608.0,1,0,1,0,2012-06-26,1,0.0,0.0,1.0
2419,el taco azteca,60608.0,0,1,1,0,2019-05-28,1,0.0,0.0,1.0
2420,el taco azteca inc.,60608.0,0,1,1,0,2019-12-17,1,0.0,1.0,0.0
2421,"el taco feliz, inc.",60641.0,0,1,4,3,2019-07-26,1,0.0,1.0,0.0
2422,el taco sabroso #1 inc,60652.0,1,1,7,5,2019-12-12,1,0.0,1.0,0.0
2423,el taco veloz taqueria,60622.0,2,3,11,6,2019-05-21,1,0.0,1.0,0.0
2424,el taconazo  la fiesta inc.,60639.0,2,1,7,3,2019-08-20,1,0.0,1.0,0.0
2425,el taconazo jr.,60639.0,3,5,12,4,2019-10-11,1,1.0,0.0,0.0
2426,el taconazo la fiesta,60707.0,2,0,2,0,2019-04-09,1,0.0,1.0,0.0
2427,el taconazo restaurant,60608.0,4,3,12,5,2015-09-18,1,0.0,1.0,0.0
2428,el taconzazo,60632.0,3,1,12,8,2019-04-22,1,0.0,1.0,0.0
2429,el taino restaurant,60629.0,1,0,3,2,2019-06-07,1,0.0,1.0,0.0
2430,el tarasco,60632.0,2,4,13,7,2019-07-18,1,0.0,1.0,0.0
2431,el tata,60629.0,0,0,0,0,2019-04-05,1,0.0,1.0,0.0
2432,el tejado mexican grill,60646.0,2,1,4,1,2019-06-07,1,1.0,0.0,0.0
2433,el tequilas,60657.0,1,0,4,3,2019-06-26,1,0.0,1.0,0.0
2434,el terco leon taqueria,60645.0,0,0,0,0,2020-01-03,1,0.0,1.0,0.0
